customer_id,booking_id,booking_type,property_type,property_img,agent_id,sale_id
C049,B049,Direct Purchase,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A049,S049
C050,B050,Pre-Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A050,S050
C051,B051,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A051,S051
C052,B052,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A052,S052
C053,B053,Direct Purchase,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A053,S053
C054,B054,Pre-Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A054,S054
C055,B055,Loan Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A055,S055
C056,B056,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A056,S056
C057,B057,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A057,S057
C058,B058,Pre-Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A058,S058
C059,B059,Loan Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A059,S059
C060,B060,Resale,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A060,S060
C061,B061,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A061,S061
C062,B062,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A062,S062
C063,B063,Loan Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A063,S063
C064,B064,Resale,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A064,S064
C065,B065,Direct Purchase,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A065,S065
C066,B066,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A066,S066
C067,B067,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A067,S067
C068,B068,Resale,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A068,S068
C069,B069,Direct Purchase,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A069,S069
C070,B070,Pre-Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A070,S070
C071,B071,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A071,S071
C072,B072,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A072,S072
C073,B073,Direct Purchase,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A073,S073
C074,B074,Pre-Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A074,S074
C075,B075,Loan Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A075,S075
C076,B076,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A076,S076
C077,B077,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A077,S077
C078,B078,Pre-Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A078,S078
C079,B079,Loan Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A079,S079
C080,B080,Resale,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A080,S080
C081,B081,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A081,S081
C082,B082,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A082,S082
C083,B083,Loan Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A083,S083
C084,B084,Resale,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A084,S084
C085,B085,Direct Purchase,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A085,S085
C086,B086,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A086,S086
C087,B087,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A087,S087
C088,B088,Resale,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A088,S088
C089,B089,Direct Purchase,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A089,S089
C090,B090,Pre-Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A090,S090
C091,B091,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A091,S091
C092,B092,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A092,S092
C093,B093,Direct Purchase,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A093,S093
C094,B094,Pre-Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A094,S094
C095,B095,Loan Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A095,S095
C096,B096,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A096,S096
C097,B097,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A097,S097
C098,B098,Pre-Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A098,S098
C099,B099,Loan Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A099,S099
C100,B100,Resale,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A100,S100
C101,B101,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A101,S101
C102,B102,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A102,S102
C103,B103,Loan Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A103,S103
C104,B104,Resale,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A104,S104
C105,B105,Direct Purchase,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A105,S105
C106,B106,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A106,S106
C107,B107,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A107,S107
C108,B108,Resale,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A108,S108
C109,B109,Direct Purchase,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A109,S109
C110,B110,Pre-Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A110,S110
C111,B111,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A111,S111
C112,B112,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A112,S112
C113,B113,Direct Purchase,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A113,S113
C114,B114,Pre-Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A114,S114
C115,B115,Loan Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A115,S115
C116,B116,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A116,S116
C117,B117,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A117,S117
C118,B118,Pre-Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A118,S118
C119,B119,Loan Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A119,S119
C120,B120,Resale,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A120,S120
C121,B121,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A121,S121
C122,B122,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A122,S122
C123,B123,Loan Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A123,S123
C124,B124,Resale,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A124,S124
C125,B125,Direct Purchase,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A125,S125
C126,B126,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A126,S126
C127,B127,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A127,S127
C128,B128,Resale,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A128,S128
C129,B129,Direct Purchase,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A129,S129
C130,B130,Pre-Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A130,S130
C131,B131,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A131,S131
C132,B132,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A132,S132
C133,B133,Direct Purchase,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A133,S133
C134,B134,Pre-Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A134,S134
C135,B135,Loan Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A135,S135
C136,B136,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A136,S136
C137,B137,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A137,S137
C138,B138,Pre-Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A138,S138
C139,B139,Loan Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A139,S139
C140,B140,Resale,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A140,S140
C141,B141,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A141,S141
C142,B142,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A142,S142
C143,B143,Loan Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A143,S143
C144,B144,Resale,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A144,S144
C145,B145,Direct Purchase,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A145,S145
C146,B146,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A146,S146
C147,B147,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A147,S147
C148,B148,Resale,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A148,S148
C149,B149,Direct Purchase,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A149,S149
C150,B150,Pre-Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A150,S150
C151,B151,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A151,S151
C152,B152,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A152,S152
C153,B153,Direct Purchase,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A153,S153
C154,B154,Pre-Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A154,S154
C155,B155,Loan Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A155,S155
C156,B156,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A156,S156
C157,B157,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A157,S157
C158,B158,Pre-Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A158,S158
C159,B159,Loan Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A159,S159
C160,B160,Resale,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A160,S160
C161,B161,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A161,S161
C162,B162,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A162,S162
C163,B163,Loan Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A163,S163
C164,B164,Resale,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A164,S164
C165,B165,Direct Purchase,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A165,S165
C166,B166,Pre-Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A166,S166
C167,B167,Loan Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A167,S167
C168,B168,Resale,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A168,S168
C169,B169,Direct Purchase,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A169,S169
C170,B170,Pre-Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A170,S170
C171,B171,Loan Booking,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A171,S171
C172,B172,Resale,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A172,S172
C173,B173,Direct Purchase,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A173,S173
C174,B174,Pre-Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A174,S174
C175,B175,Loan Booking,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A175,S175
C176,B176,Resale,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A176,S176
C177,B177,Direct Purchase,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A177,S177
C178,B178,Pre-Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A178,S178
C179,B179,Loan Booking,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A179,S179
C180,B180,Resale,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A180,S180
C181,B181,Direct Purchase,Plot,https://image2url.com/r2/default/images/1775366615084-bb21eb70-7bec-497f-9c8c-86ffed7e411e.png,A181,S181
C182,B182,Pre-Booking,Farmhouse,https://image2url.com/r2/default/images/1775366212850-4b90d38e-a1b8-4f24-a55a-6d5f8d0b0f8b.png,A182,S182
C183,B183,Loan Booking,Apartment,https://image2url.com/r2/default/images/1775365771521-eb23937a-a14e-441c-9dd3-73ae16559c6d.png,A183,S183
C184,B184,Resale,Villa,https://image2url.com/r2/default/images/1775366894497-2d1627bd-ac8e-4a6c-a02f-998d681c0efe.png,A184,S184
C185,B185,Direct Purchase,Commercial,https://image2url.com/r2/default/images/1775366053175-0f364451-8a33-4ba4-a427-6a66077a018d.png,A185,S185
